NACA 2415
1.00000000	0.00000000
0.99739700	0.00066484
0.98930099	0.00263811
0.97589860	0.00585581
0.95732594	0.01021599
0.93377286	0.01558451
0.90548195	0.02180217
0.87274705	0.02869202
0.83591106	0.03606593
0.79536313	0.04372985
0.75153510	0.05148739
0.70489738	0.05914180
0.65595428	0.06649689
0.60523895	0.07335757
0.55330789	0.07953095
0.50073524	0.08482876
0.44810653	0.08907167
0.39597224	0.09209455
0.34447681	0.09354874
0.29469369	0.09319491
0.24721700	0.09101236
0.20261449	0.08704035
0.16141717	0.08137882
0.12410970	0.07418436
0.09112218	0.06566122
0.06282393	0.05604757
0.03951943	0.04559798
0.02144640	0.03456355
0.00877581	0.02317172
0.00161308	0.01160775
0.00000000	0.00000000
0.00386502	-0.01105828
0.01307659	-0.02100956
0.02749709	-0.02980941
0.04693512	-0.03740803
0.07115066	-0.04375885
0.09986083	-0.04882884
0.13274548	-0.05260868
0.16945222	-0.05512141
0.20960026	-0.05642796
0.25278300	-0.05662861
0.29856967	-0.05586008
0.34650620	-0.05428834
0.39611607	-0.05209824
0.44736501	-0.04932603
0.49926476	-0.04594219
0.55122057	-0.04211028
0.60267274	-0.03798361
0.65306271	-0.03369861
0.70183926	-0.02937242
0.74846490	-0.02510332
0.79242212	-0.02097352
0.83321955	-0.01705316
0.87039778	-0.01340466
0.90353504	-0.01008621
0.93225254	-0.00715385
0.95621952	-0.00466171
0.97515792	-0.00266062
0.98884661	-0.00119526
0.99712490	-0.00030089
1.00000000	0.00000000

